,3.48833,72.863
JHG,21.9739,100.76
JHM,20.9629,-156.673
JHQ,-20.2772,148.756
JHS,66.9513,-53.7293
JHW,42.1534,-79.258
JIA,-11.4194,-58.7017
JIB,11.5473,43.1595
JIC,38.5422,102.348
JIJ,9.3325,42.9121
JIK,37.6827,26.3471
JIM,7.66609,36.8166
JIQ,29.5133,108.831
JIU,29.4769,115.801
JIW,25.0678,61.8054
JJG,-28.6753,-49.0596
JJI,-7.1691,-76.7286
JJM,0.165083,38.1951
JJN,24.7964,118.59
JJU,60.7157,-46.0299
JKG,57.7576,14.0687
JKH,38.3432,26.1406
JKL,36.9633,26.9406
JKR,26.7088,85.9224
JLN,37.1518,-94.4983
JLR,23.1778,80.052
JMJ,22.4158,99.7864
JMK,37.4351,25.3481
JMO,28.7804,83.723
JMS,46.9297,-98.6782
JMU,46.8434,130.465
JNB,-26.1392,28.246
JNG,35.2928,116.347
JNI,-34.5459,-60.9306
JNN,60.1419,-45.233
JNS,60.9173,-46.0599
JNU,58.355,-134.576
JNX,37.0811,25.3681
JNZ,41.1014,121.062
JOE,62.6629,29.6075
JOG,-7.78818,110.432
JOH,-31.6059,29.5198
JOI,-26.2245,-48.7974
JOJ,68.1253,-106.585
JOK,56.7006,47.9047
JOL,6.05367,121.011
JON,16.7286,-169.534
JOS,9.63983,8.86905
JOT,41.5178,-88.1755
JPA,-7.14583,-34.9486
JPR,-10.8708,-61.8465
JQA,70.7342,-52.6962
JQE,7.51778,-78.1572
JRA,40.7545,-74.0071
JRB,40.7012,-74.009
JRF,21.3074,-158.07
JRH,26.7315,94.1755
JRN,-10.3058,-58.4894
JRO,-3.42941,37.0745
JSA,26.8887,70.865
JSH,35.2161,26.1013
JSI,39.1771,23.5037
JSJ,47.11,132.66
JSK,25.6536,57.7993
JSM,-44.0486,-70.4589
JSR,23.1838,89.1608
JST,40.3161,-78.8339
JSU,65.4125,-52.9394
JSY,37.4228,24.9509
JTC,-22.1669,-49.0503
JTR,36.3992,25.4793
JTY,36.5799,26.3758
JUA,-11.2966,-57.5495
JUB,4.87201,31.6011
JUH,30.7403,117.686
JUI,53.6811,7.05583
JUJ,-24.3928,-65.0978
JUL,-15.4671,-70.1582
JUM,29.2742,82.1933
JUV,72.7902,-56.1306
JUZ,28.9658,118.899
JVA,-18.805,45.2735
JVL,42.6203,-89.0416
JWA,-24.6023,24.691
JWN,36.7737,48.3594
JXA,45.293,131.193
JXN,42.2598,-84.4594
JYR,28.7269,57.6703
JYV,62.3995,25.6783
JZH,32.8533,103.682
K0V4,37.1417,-79.0164
K11R,30.219,-96.3743
K19S,37.4914,-100.83
K1T7,29.8127,-98.4253
K23M,32.0849,-88.7389
K2A5,35.9118,-79.6176
K2H0,39.4104,-88.8454
K2I3,37.61,-86.5073
K2K7,37.4354,-95.6461
K3AU,37.6716,-97.0779
K3R9,30.3575,-97.9945
K4A7,33.3891,-84.3324
K4U9,44.7357,-112.72
K52A,33.6121,-83.4604
K57C,42.7972,-88.3726
K5B2,43.0513,-73.8612
K62S,43.2365,-120.666
K6J4,33.9268,-81.7946
K6S0,45.8064,-109.981
K7W6,35.5624,-75.9552
K87K,37.8567,-93.9991
KA39,32.9908,-111.919
KA50,38.8744,-104.41
KAA,-10.2167,31.1333
KAB,-16.5198,28.885
KAC,37.0206,41.1914
KACJ,32.1108,-84.1889
KACZ,34.7179,-78.0036
KAD,10.696,7.32011
KAEG,35.1452,-106.795
KAG,37.7536,128.944
KAHQ,41.2413,-96.594
KAI,5.17275,-59.4915
KAJ,64.2855,27.6924
KAJR,34.4999,-83.5567
KAL,64.3191,-158.741
KAN,12.0476,8.52462
KANE,45.145,-93.2114
KAO,65.9876,29.2394
KAR,5.86534,-60.6142
KASW,41.2747,-85.8401
KAT,-35.07,173.285
KAU,63.1271,23.0514
KAW,10.0493,98.538
KAWO,48.1607,-122.159
KAX,-27.6928,114.259
KAZ,1.18528,127.896
KBDN,44.0948,-121.201
KBIV,42.7429,-86.1074
KBL,34.5659,69.2123
KBMQ,30.7389,-98.2386
KBN,-6.133,24.483
KBP,50.345,30.8947
KBQ,-13.0146,33.4686
KBR,6.16685,102.293
KBS,7.9444,-11.761
KBUU,42.6907,-88.3046
KBUY,36.0485,-79.4749
KBV,8.09912,98.9862
KBZ,-42.425,173.605
KC03,41.4462,-85.9348
KCA,41.6779,82.8729
KCCO,33.3116,-84.7698
KCF,27.1667,69.3167
KCGC,28.8673,-82.5713
KCH,1.4847,110.347
KCHD,33.2691,-111.811
KCHN,27.5149,-81.8805
KCK,57.773,108.064
KCKF,31.9888,-83.7739
KCM,37.5388,36.9535
KCMA,34.2137,-119.094
KCO,40.735,30.0833
KCS,-24.4233,131.835
KCT,5.99368,80.3203
KCTJ,33.631,-85.152
KCVX,45.3048,-85.2748
KCXU,31.2129,-84.2368
KCZ,33.5461,133.669
KCZG,42.0785,-76.0963
KCZL,34.4554,-84.9392
KDA,12.8985,-14.9681
KDAW,43.2841,-70.9293
KDC,11.1448,2.94038
KDD,27.7906,66.6473
KDED,29.067,-81.2838
KDH,31.5058,65.8478
KDI,-4.08161,122.418
KDKX,35.9639,-83.8739
KDL,58.9908,22.8307
KDLL,43.5227,-89.7702
KDM,0.488131,72.9969
KDO,1.85917,73.5219
KDQH,31.4767,-82.8605
KDT,14.102,99.9172
KDTO,33.2007,-97.198
KDU,35.3355,75.536
KDV,-19.0581,178.157
KDWA,38.5791,-121.857
KDX,11.138,29.7011
KDY,62.789,136.855
KE25,33.9689,-112.799
KE63,32.9581,-112.678
KED,16.1595,-13.5076
KEDC,30.3975,-97.5664
KEET,33.177,-86.7828
KEF,63.985,-22.6056
KEFT,42.6149,-89.5904
KEGT,37.3236,-97.3883
KEHA,37.0007,-101.88
KEJ,55.2701,86.1072
KEKY,33.3129,-86.9259
KEL,54.3794,10.1453
KEM,65.7787,24.5821
KEMV,36.6869,-77.4828
KEN,7.89129,-11.1766
KEO,9.5,-7.567
KEP,28.1036,81.667
KEPM,44.9101,-67.0127
KER,30.2744,56.9511
KERY,46.3112,-85.4573
KES,56.0375,-96.5097
KET,21.3016,99.636
KEV,61.856,24.7867
KEVB,29.0557,-80.9489
KEW,52.9911,-92.8364
KEXX,35.7811,-80.3038
KEY,-0.3899,35.2421
KF22,36.3856,-97.2772
KFA,16.59,-11.4062
KFCI,37.4065,-77.525
KFDW,34.3155,-81.1088
KFE,-22.2908,119.437
KFFC,33.3573,-84.5718
KFG,-17.4319,130.808
KFIG,41.0486,-78.4131
KFIT,42.5541,-71.759
KFKS,44.6252,-86.2008
KFP,54.8474,-163.41
KFS,41.3142,33.7958
KFTG,39.7853,-104.543
KFZG,31.6837,-83.2705
KFZI,41.1908,-83.3945
KFZY,43.3508,-76.3881
KGA,-5.90005,22.4692
KGC,-35.7139,137.521
KGD,54.89,20.5926
KGDJ,32.4444,-97.8169
KGE,-7.3305,157.585
KGEO,38.8819,-83.8827
KGEU,33.5269,-112.295
KGF,49.6708,73.3344
KGG,12.5723,-12.2203
KGHG,42.0983,-70.6722
KGI,-30.7894,121.462
KGJ,-9.95357,33.893
KGK,59.7266,-157.259
KGKY,32.6639,-97.0943
KGL,-1.96863,30.1395
KGMJ,36.6068,-94.7386
KGO,48.5428,32.285
KGP,62.1904,74.5338
KGS,36.7933,27.0917
KGT,30.1575,101.735
KGTB,44.0556,-75.7195
KGTU,30.6788,-97.6794
KGVQ,43.0317,-78.1676
KGW,-9.13592,147.669
KGY,-26.5808,151.841
KGZH,31.4158,-87.044
KHBI,35.6545,-79.8947
KHC,45.3725,36.4014
KHD,33.4354,48.2829
KHDO,29.3595,-99.1767
KHE,46.6758,32.5064
KHG,39.5429,76.02
KHH,22.5771,120.35
KHI,24.9065,67.1608
KHJ,62.4625,22.3931
KHK,29.2603,50.3239
KHM,25.9883,95.6744
KHMZ,40.0853,-78.5122
KHN,28.865,115.9
KHNZ,36.3616,-78.5292
KHQU,33.5297,-82.5165
KHQZ,32.747,-96.5304
KHRT,30.4278,-86.6893
KHS,26.171,56.2406
KHSA,30.3678,-89.4546
KHT,33.3334,69.952
KHV,48.528,135.188
KHW,-19.15,23.783
KHY,38.4275,44.9736
KHYI,29.8927,-97.863
KHYW,33.8285,-79.1222
KHZ,-15.7808,-145.124
KI16,37.6004,-81.5593
KID,55.9217,14.0855
KIDL,33.4857,-90.6789
KIF,53.0125,-89.8553
KIGQ,41.5349,-87.5295
KIGX,35.935,-79.0659
KIH,26.5262,53.9802
KIJ,37.9559,139.121
KIJD,41.744,-72.1803
KIK,35.4695,44.3489
KIKV,41.6914,-93.5664
KIM,-28.8028,24.7652
KIN,17.9357,-76.7875
KINJ,32.0835,-97.0972
KIO,5.64452,169.12
KIOB,38.0581,-83.9796
KIR,52.1809,-9.52378
KIS,-0.086139,34.7289
KIT,36.2743,23.017
KIV,46.9277,28.931
KIW,-12.9005,28.1499
KIX,34.4273,135.244
KIY,-8.91123,39.5086
KJA,56.1729,92.4933
KJES,31.554,-81.8825
KJGG,37.2392,-76.7161
KJH,26.972,107.988
KJI,48.2223,86.9959
KJK,50.8172,3.20472
KJKL,37.5939,-83.3173
KJP,26.1683,127.293
KJSV,35.4382,-94.8028
KJWN,36.1824,-86.8867
KJYL,32.6453,-81.5971
KJYO,39.078,-77.5575
KJZI,32.7009,-80.0029
KJZP,34.4534,-84.4574
KK83,39.9042,-95.7794
KKA,64.9395,-161.154
KKC,16.4666,102.784
KKE,-35.2628,173.912
KKH,59.9608,-162.881
KKJ,33.8459,131.035
KKN,69.7258,29.8913
KKR,-15.6633,-146.885
KKS,33.8953,51.577
KKW,-5.03577,18.7856
KKX,28.3213,129.928
KLC,14.1469,-16.0513
KLD,56.8247,35.7577
KLF,54.55,36.3667
KLG,61.5363,-160.341
KLH,16.6647,74.2894
KLHM,38.9092,-121.351
KLHX,38.0497,-103.509
KLI,4.15764,21.6509
KLJ,55.7119,21.2428
KLLQ,33.6386,-91.751
KLM,37.3833,55.452
KLN,57.5351,-153.978
KLO,11.6794,122.376
KLPR,41.3443,-82.1776
KLQR,38.2086,-99.086
KLR,56.6855,16.2876
KLRO,32.8978,-79.7829
KLS,46.118,-122.898
KLU,46.6425,14.3377
KLV,50.203,12.915
KLW,55.5792,-133.076
KLWA,42.3512,-86.2557
KLX,37.0683,22.0255
KLZ,-29.6884,17.094
KLZD,41.8197,-71.901
KLZZ,31.1062,-98.1959
KM01,35.2007,-90.054
KM94,46.6874,-119.921
KMA,-7.96361,145.771
KMC,27.9009,45.5282
KMDQ,34.8614,-86.5575
KME,-2.46224,28.9079
KMEJ,37.2769,-100.356
KMG,25.1019,102.929
KMH,-27.4567,23.4114
KMI,31.8772,131.449
KMIC,45.062,-93.3539
KMJ,32.8373,130.855
KMKO,35.6565,-95.3667
KMKT,44.2216,-93.9187
KMLD,42.1666,-112.297
KMLJ,33.1542,-83.2407
KMLT,45.6478,-68.6856
KMMK,41.5087,-72.8295
KMMV,45.1944,-123.136
KMN,-8.64202,25.2529
KMNZ,31.6659,-98.1486
KMO,58.9902,-159.05
KMP,-26.5398,18.1114
KMPR,38.3524,-97.6913
KMQ,36.3946,136.407
KMQT,46.5339,-87.5614
KMRJ,42.8868,-90.2362
KMRT,40.2247,-83.3516
KMS,6.71456,-1.59082
KMTV,36.6307,-80.0183
KMU,-0.377353,42.4592
KMV,23.1888,94.0511
KMW,57.7969,41.0194
KMWK,36.4597,-80.553
KMWM,43.9134,-95.1094
KMX,18.2973,42.8035
KNA,-32.9496,-71.4786
KNBC,32.4774,-80.7232
KNCA,34.7084,-77.4397
KND,-2.91918,25.9154
KNDZ,30.7044,-87.023
KNF,52.6484,0.550692
KNFG,33.3013,-117.355
KNG,-3.64452,133.696
KNGP,27.6926,-97.2911
KNH,24.4279,118.359
KNID,35.6854,-117.692
KNKT,34.9009,-76.8807
KNMM,32.5521,-88.5556
KNO,3.64222,98.8853
KNOW,48.1415,-123.414
KNP,-9.76937,15.4553
KNQ,-21.0543,164.837
KNR,27.8205,52.3522
KNS,-39.8775,143.878
KNSI,33.2398,-119.458
KNU,26.4043,80.4101
KNUC,33.0227,-118.588
KNW,59.4499,-157.328
KNX,-15.7781,128.708
KNXP,34.2962,-116.162
KNYG,38.5017,-77.3053
KOA,19.7388,-156.046
KOC,-20.5463,164.256
KOE,-10.1716,123.671
KOEB,41.9334,-85.0526
KOI,58.9578,-2.905
KOJ,31.8034,130.719
KOK,63.7212,23.1431
KOLU,41.448,-97.3426
KOMN,29.3006,-81.1136
KONM,34.0225,-106.903
KOO,-5.39444,26.99
KOP,17.3838,104.643
KOQ,51.7211,11.9528
KOQN,39.9901,-75.5819
KOS,10.5797,103.637
KOT,63.0306,-163.533
KOU,-1.18461,12.4413
KOV,53.3291,69.5946
KOW,25.8533,114.779
KOWP,36.1753,-96.1518
KOX,-4.71075,136.435
KP08,32.9359,-111.427
KP52,34.73,-112.035
KPBH,45.709,-90.4025
KPC,65.2537,-166.859
KPCW,41.5163,-82.8687
KPCZ,44.3333,-89.0198
KPJC,40.8016,-80.1607
KPN,59.933,-164.031
KPNM,45.5599,-93.6082
KPO,35.988,129.42
KPS,-31.0744,152.77
KPSB,40.8844,-78.0873
KPV,55.906,-159.163
KPXE,32.5106,-83.7673
KPYP,34.09,-85.6101
KQA,54.1338,-165.779
KQH,26.6015,74.8141
KQT,37.8664,68.8647
KRA,-35.7514,143.939
KRB,-17.4567,140.83
KRBM,34.8501,-92.3002
KRC,-2.093,101.468
KRCX,45.4968,-91.0005
KRCZ,34.8913,-79.7596
KREI,34.0853,-117.146
KRF,63.0486,17.7689
KRH,51.2136,-0.138611
KRI,-7.42438,144.25
KRID,39.7572,-84.8428
KRIF,38.7364,-112.099
KRIR,33.9897,-117.411
KRIU,38.4868,-121.103
KRJD,38.9701,-75.8663
KRK,50.0777,19.7848
KRKR,35.0216,-94.6213
KRL,41.6978,86.1289
KRMY,42.2512,-84.9555
KRN,67.822,20.3368
KRNH,45.1483,-92.5381
KRNM,33.0392,-116.915
KRO,55.4753,65.4156
KRP,56.2975,9.12463
KRQ,48.7056,37.6289
KRR,45.0347,39.1705
KRS,58.2042,8.08537
KRT,15.5895,32.5532
KRW,40.0633,53.0072
KRY,45.4665,84.9527
KRYN,32.1422,-111.175
KRYW,30.4986,-97.9695
KRYY,34.0132,-84.5986
KRZ,-1.435,19.024
KS40,46.2134,-119.791
KSA,5.35698,162.958
KSBO,32.6091,-82.3699
KSC,48.6631,21.2411
KSCD,33.1718,-86.3055
KSD,59.4447,13.3374
KSDC,43.2347,-77.121
KSE,0.183,30.1
KSF,51.4173,9.38497
KSH,34.3459,47.1581
KSI,9.16056,-10.1244
KSJ,35.4214,26.91
KSK,59.3459,14.4959
KSL,15.3875,36.3288
KSLH,45.6537,-84.5193
KSLI,33.79,-118.052
KSM,62.0605,-163.302
KSMQ,40.626,-74.6702
KSN,53.2069,63.5503
KSO,40.4463,21.2822
KSOA,30.5857,-100.649
KSPB,45.771,-122.862
KSPZ,39.403,-119.251
KSQ,38.8336,65.9215
KSS,11.333,-5.7
KSU,63.1118,7.82452
KSUT,33.9293,-78.075
KSUZ,34.5906,-92.4794
KSY,40.5622,43.115
KSZ,61.2358,46.6975
KSZT,48.2995,-116.56
KTA,-20.7122,116.773
KTAN,41.8744,-71.0166
KTCY,37.689,-121.442
KTD,25.9447,131.327
KTDF,36.2849,-78.9842
KTE,4.53722,103.427
KTF,-40.8133,172.775
KTG,-1.81664,109.963
KTI,12.488,106.055
KTKI,33.1779,-96.5905
KTL,0.971989,34.9586
KTM,27.6966,85.3591
KTN,55.3556,-131.714
KTP,17.9886,-76.8238
KTQ,62.1661,30.0736
KTQK,38.4743,-100.885
KTR,-14.5211,132.378
KTS,65.3313,-166.466
KTT,67.701,24.8468
KTTS,28.615,-80.6945
KTU,25.1602,75.8456
KTW,50.4743,19.08
KTZR,39.9012,-83.1369
KUA,3.77539,103.209
KUAO,45.2471,-122.77
KUC,0.218611,173.442
KUD,6.9225,116.836
KUDG,34.4494,-79.8901
KUF,53.5049,50.1643
KUG,-10.225,142.218
KUH,43.041,144.193
KUK,60.8744,-162.524
KUL,2.74558,101.71
KULS,37.604,-101.374
KUM,30.3856,130.659
KUMP,39.9352,-86.045
KUN,54.9639,24.0848
KUO,63.0071,27.7978
KUT,42.1767,42.4826
KUU,31.8767,77.1544
KUV,35.9038,126.616
KUWL,39.8759,-85.3265
KUYF,39.9327,-83.462
KVA,40.9133,24.6192
KVB,58.4564,13.9727
KVBT,36.3457,-94.2193
KVC,55.1163,-162.266
KVD,40.7377,46.3176
KVG,-2.5794,150.808
KVK,67.4633,33.5883
KVL,67.7362,-164.563
KVLL,42.5429,-83.1779
KVM,64.667,170.417
KVNW,40.8647,-84.6094
KVPC,34.1231,-84.8487
KVR,44.2726,135.029
KVUJ,35.4167,-80.1508
KVVS,39.9592,-79.6571
KVX,58.5033,49.3483
KW35,39.6926,-78.1661
KW63,36.5958,-78.5601
KWA,8.72012,167.732
KWB,-5.80091,110.478
KWE,26.5385,106.801
KWG,48.0433,33.21
KWI,29.2266,47.9689
KWJ,35.1232,126.805
KWK,59.8765,-163.169
KWL,25.2181,110.039
KWM,-15.4856,141.751
KWN,59.7551,-161.845
KWT,60.7903,-161.444
KWZ,-10.7659,25.5057
KXE,-26.8711,26.718
KXF,-17.3458,179.422
KXFL,29.4674,-81.2063
KXK,50.409,136.934
KXMR,28.4676,-80.5666
KXTA,37.235,-115.811
KY72,43.975,-90.4835
KYA,37.979,32.5619
KYD,22.027,121.535
KYE,34.5893,36.0113
KYI,-31.4706,131.825
KYK,57.5671,-154.45
KYP,19.4264,93.5348
KYS,14.4812,-11.4044
KYU,64.8761,-157.727
KYZ,51.6694,94.4006
KZC,12.2552,104.564
KZF,-7.50025,146.034
KZG,49.7431,10.2006
KZI,40.2861,21.8408
KZN,55.6062,49.2787
KZO,44.7069,65.5925
KZR,39.1131,30.1281
KZS,36.1417,29.5764
KZUN,35.0832,-108.792
LAA,38.0697,-102.688
LAD,-8.85837,13.2312
LAE,-6.5698,146.726
LAF,40.4123,-86.9369
LAGJ,41.8952,19.5987
LAI,48.7544,-3.47166
LAJ,-27.7821,-50.2815
LAK,68.2233,-135.006
LAKU,42.0337,20.4159
LAKV,40.7719,19.9019
LAL,27.9889,-82.0186
LAM,35.8798,-106.269
LAN,42.7787,-84.5874
LAO,18.1781,120.532
LAP,24.0727,-110.362
LAQ,32.7887,21.9643
LAR,41.3121,-105.675
LAS,36.0801,-115.152
LAU,-2.25242,40.9131
LAVL,40.4761,19.4742
LAW,34.5677,-98.4166
LAX,33.9425,-118.408
LAY,-28.5817,29.7497
LAZ,-13.2621,-43.4081
LBA,53.8659,-1.66057
LBB,33.6636,-101.823
LBC,53.8054,10.7192
LBD,40.2154,69.6947
LBE,40.2759,-79.4048
LBF,41.1262,-100.684
LBG,48.9694,2.44139
LBHS,41.9764,25.5898
LBHT,42.4219,23.7672
LBI,43.9139,2.11306
LBJ,-8.48666,119.889
LBL,37.0442,-100.96
LBMG,43.5443,23.2725
LBPG,42.2904,24.714
LBPL,43.4514,24.5028
LBQ,-0.704389,10.2457
LBR,-7.27897,-64.7695
LBS,-16.4667,179.34
LBT,34.6099,-79.0594
LBU,5.30068,115.25
LBV,0.4586,9.41228
LBW,3.9028,115.692
LBWB,43.4238,28.1813
LBX,13.8554,120.105
LBY,47.2894,-2.34639
LBZ,-8.44573,20.7321
LCA,34.8751,33.6249
LCC,40.2392,18.1333
LCE,15.7425,-86.853
LCG,43.3021,-8.37726
LCH,30.1261,-93.2233
LCJ,51.7219,19.3981
LCK,39.8138,-82.9278
LCL,22.3361,-83.6419
LCQ,30.182,-82.5769
LCX,25.6747,116.747
LCY,51.5053,0.055278
LDB,-23.3336,-51.1301
LDE,43.1787,-0.006439
LDG,64.896,45.723
LDH,-31.5383,159.077
LDI,-9.85111,39.7578
LDJ,40.6174,-74.2446
LDK,58.4655,13.1744
LDM,43.9625,-86.4079
LDN,27.2531,86.67
LDOC,45.5428,18.6319
LDPV,45.1417,13.6306
LDRG,45.3795,14.5038
LDS,47.7521,129.019
LDU,5.03225,118.324
LDV,48.5303,-4.15164
LDVA,46.2946,16.3829
LDX,5.48306,-54.0344
LDY,55.0428,-7.16111
LDZU,44.5576,15.7744
LEA,-22.2356,114.089
LEB,43.6261,-72.3042
LEC,-12.4823,-41.277
LECD,42.3864,1.86667
LED,59.8003,30.2625
LEE,28.8231,-81.8087
LEFM,40.8886,-4.2375
LEGA,37.1332,-3.63569
LEGT,40.2941,-3.72383
LEH,49.5339,0.088056
LEI,36.8439,-2.3701
LEJ,51.4239,12.2364
LEK,11.3261,-12.2868
LEL,-12.4989,135.806
LEN,42.589,-5.65556
LEOC,39.9375,-3.50333
LEQ,50.1028,-5.67056
LER,-27.8433,120.703
LERI,37.9511,-1.23032
LESB,39.5989,2.70278
LESL,39.8622,4.25833
LET,-4.19355,-69.9432
LEU,42.3386,1.40917
LEV,-17.7111,178.759
LEW,44.0485,-70.2835
LEX,38.0365,-84.6059
LEY,52.4603,5.52722
LFAG,49.8685,3.02958
LFAI,48.5962,3.00679
LFAO,48.5458,-0.387444
LFAY,49.873,2.38707
LFB,-15.0331,40.6717
LFBC,44.5333,-1.125
LFBF,43.5456,1.3675
LFBM,43.9117,-0.5075
LFBR,43.4489,1.26333
LFCD,44.7561,-1.06333
LFCG,43.0078,1.10315
LFCH,44.5964,-1.11083
LFCL,43.5861,1.49917
LFCM,43.9893,3.183
LFCQ,43.7711,2.01083
LFCU,45.5347,2.42389
LFCW,44.3969,0.758889
LFCZ,44.1459,-1.16432
LFDA,43.7094,-0.245278
LFDH,43.6878,0.601667
LFDI,44.9825,-0.134722
LFDJ,43.0906,1.69583
LFDM,44.4989,0.200514
LFDP,45.9592,-1.31611
LFEC,48.4632,-5.06358
LFED,48.0585,-2.92183
LFEH,47.4806,2.39417
LFES,48.0525,-3.66472
LFEW,47.2394,4.26583
LFFE,49.0464,2.35306
LFFH,49.0672,3.35694
LFFI,47.4081,-1.1775
LFFN,48.4298,4.48222
LFFQ,48.4987,2.33887
LFGC,48.5544,7.77806
LFGF,47.0059,4.89342
LFGK,47.9922,3.39222
LFGO,48.2892,3.24791
LFGP,47.9802,3.77558
LFGQ,47.4819,4.34417
LFGW,49.1224,5.46905
LFHQ,45.0764,2.99361
LFHS,46.2009,5.29203
LFHV,45.92,4.63493
LFHY,46.5346,3.42372
LFI,37.0829,-76.3605
LFIF,43.8233,2.74528
LFIG,44.1778,2.515
LFK,31.234,-94.75
LFKT,42.2936,9.19306
LFLE,45.5611,5.97576
LFLH,46.8261,4.81763
LFLM,46.2951,4.79577
LFLT,46.3525,2.57049
LFM,27.3727,53.1888
LFMA,43.5056,5.36778
LFMC,43.3847,6.38714
LFMI,43.5227,4.92384
LFMS,44.0697,4.14212
LFMY,43.6064,5.10925
LFMZ,43.1758,2.73417
LFNH,44.0298,5.07806
LFOA,47.0533,2.6325
LFOC,48.0581,1.37662
LFOD,47.2568,-0.115142
LFOQ,47.6785,1.20884
LFOZ,47.8969,2.16333
LFPE,48.9278,2.83528
LFPK,48.8377,3.01612
LFPL,48.821,2.62597
LFPM,48.6047,2.67112
LFPZ,48.8114,2.07472
LFQ,36.1326,111.641
LFQA,49.2087,4.15658
LFQB,48.3221,4.0167
LFQC,48.5933,6.54346
LFQE,49.2269,5.67222
LFQF,46.9673,4.26057
LFQI,50.2218,3.15424
LFQM,47.2066,6.08368
LFQO,50.6872,3.07556
LFQP,48.7681,7.205
LFQW,47.6376,6.20392
LFR,8.23917,-72.271
LFRL,48.2817,-4.44502
LFSC,47.922,7.39967
LFSH,48.7943,7.81761
LFSI,48.636,4.89942
LFSM,47.487,6.79054
LFSO,48.5831,5.955
LFSP,46.904,6.32737
LFSX,47.7831,6.36417
LFT,30.2053,-91.9876
LFTF,43.2478,6.1267
LFTN,44.2444,4.01222
LFW,6.16561,1.25451
LFXA,45.9873,5.32844
LFYD,48.0863,5.66406
LFYL,47.7047,6.54583
LGA,40.7772,-73.8726
LGAX,40.6511,22.4887
LGB,33.8177,-118.152
LGC,33.0089,-85.0726
LGD,45.2902,-118.007
LGEL,38.0638,23.556
LGG,50.6374,5.44322
LGH,-30.5983,138.426
LGI,23.179,-75.0936
LGK,6.32973,99.7287
LGKM,40.9728,24.3414
LGL,3.421,115.154
LGMG,37.9811,23.3654
LGO,53.7425,7.49778
LGP,13.1575,123.735
LGRD,36.3831,28.1089
LGS,-35.4936,-69.5743
LGSV,39.48,22.7672
LGTG,38.3398,23.565
LGTL,35.192,25.327
LGTP,37.5306,22.4036
LGTT,38.1089,23.7838
LGU,41.7912,-111.852
LGW,51.1481,-0.190278
LHA,48.3693,7.82772
LHBS,47.4511,18.9806
LHE,31.5216,74.4036
LHG,-29.4567,147.984
LHJK,46.7472,19.6056
LHK,32.3894,111.695
LHKA,46.5496,18.9424
LHKE,46.9175,19.7492
LHNY,47.9839,21.6923
LHOY,46.3039,18.7692
LHPA,47.3636,17.5008
LHPR,47.6244,17.8136
LHR,51.4706,-0.461941
LHS,-46.5383,-68.9653
LHSA,47.0779,17.9684
LHSN,47.1229,20.2355
LHTL,47.3453,18.9808
LHV,41.1356,-77.4223
LHW,36.5152,103.62
LIBA,41.5414,15.7181
LIBV,40.7678,16.9333
LICP,38.1108,13.3133
LID,52.1661,4.41794
LIDE,44.6983,10.6628
LIDT,46.0214,11.1242
LIF,-20.7748,167.24
LIG,45.8628,1.17944
LIH,21.976,-159.339
LII,-3.7018,137.957
LIL,50.5633,3.08689
LILA,44.9252,8.62513
LILE,45.4953,8.10278
LILI,45.3102,8.41793
LILM,45.1112,8.45603
LILN,45.7422,8.88823
LILY,45.8147,9.06972
LIM,-12.0219,-77.1143
LIMA,45.0864,7.60337
LIMB,45.5422,9.20333
LIMN,45.5296,8.66922
LIMR,44.78,8.78639
LIMS,44.9131,9.72332
LIN,45.4451,9.27674
LIO,9.95796,-83.022
LIP,-21.664,-49.7305
LIPC,44.2242,12.3072
LIPI,45.9787,13.0493
LIPL,45.4322,10.2677
LIPN,45.472,10.9279
LIPS,45.6849,12.0829
LIPV,45.4283,12.3881
LIQ,2.17066,21.4969
LIR,10.5933,-85.5444
LIRE,41.6545,12.4452
LIRG,41.9903,12.7408
LIRM,41.0608,14.0819
LIRU,41.9519,12.4989
LIRV,42.4302,12.0642
LIS,38.7813,-9.13592
LIT,34.7294,-92.2243
LIW,19.6915,97.2148
LIX,-12.0758,34.7372
LIY,31.8891,-81.5623
LJA,-3.417,23.45
LJCE,45.9,15.5302
LJG,26.68,100.246
LJN,29.1086,-95.4621
LJSG,46.472,15.117
LJU,46.2237,14.4576
LKB,-18.1992,-178.817
LKBE,49.7408,14.6447
LKBU,49.9744,14.1781
LKCS,48.9464,14.4275
LKCV,49.9397,15.3818
LKG,4.20412,34.3482
LKH,3.3,114.783
LKHK,50.2532,15.8452
LKHV,49.8481,13.8935
LKKB,50.1214,14.5436
LKKT,49.4183,13.3219
LKL,70.0688,24.9735
LKLN,49.6752,13.2746
LKMH,50.5402,15.0066
LKN,68.1525,13.6094
LKNA,49.1658,16.1249
LKO,26.7606,80.8893
LKP,44.2645,-73.9619
LKPM,49.7201,14.1006
LKRO,50.4106,14.2261
LKSZ,50.3247,14.2589
LKUL,50.6997,13.9697
LKV,42.1611,-120.399
LKVM,49.9269,16.1858
LKY,-3.37631,35.8183
LKZ,52.4093,0.561
LLA,65.5438,22.122
LLB,25.4525,107.962
LLE,-25.43,31.5767
LLEK,31.8395,34.8218
LLES,32.4408,35.0077
LLF,26.3387,111.61
LLHS,31.7625,34.7272
LLI,11.975,38.98
LLK,38.7464,48.818
LLMG,32.5973,35.2288
